Page,title,topic,isbn,pages,year,online_access,format,editorial,ebook-price,hardcover-price,softcover-price,print-price,print-ebook-price,authors
6,"Augmented Reality in Tourism, Museums and Heritage",User Interfaces and Human Computer Interaction,978-3-030-70197-0,"XX, 322",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Geroimenko, V. (Ed) (2021)"
7,"Proceeding of the International Science and Technology Conference ""FarEaston 2020""",Computational Intelligence,978-981-16-0952-7,"XX, 1288",2021,0,5,Springer Singapore,269.00,349.99,NA,NA,NA,"Solovev, D. B. (Ed), Savaley, V. V. (Ed), Bekker, A. (Ed), Petukhov, V. (Ed) (2021)"
7,Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021),User Interfaces and Human Computer Interaction,978-3-030-74604-9,"XXXI, 759",2021,0,5,Springer International Publishing,169.00,NA,219.99,NA,NA,"Black, N. (Ed), Neumann, P. (Ed), Noy, I. (Ed) (2021)"
7,Open Source Systems,Management of Computing and Information Systems,978-3-030-75250-7,"VIII, 82",2021,0,5,Springer International Publishing,79.99,99.99,NA,NA,NA,"Taibi, D. (Ed), Lenarduzzi, V. (Ed), Kilamo, T. (Ed), Zacchiroli, S. (Ed) (2021)"
7,Software Engineering for Robotics,Software Engineering,978-3-030-66493-0,"XIX, 485",2021,0,5,Springer International Publishing,109.00,139.99,NA,NA,NA,"Cavalcanti, A. (Ed), Dongol, B. (Ed), Hierons, R. (Ed), Timmis, J. (Ed), Woodcock, J. (Ed) (2021)"
7,Computational Management,Computational Intelligence,978-3-030-72928-8,"XXI, 734",2021,0,5,Springer International Publishing,149.00,199.99,NA,NA,NA,"Patnaik, S. (Ed), Tajeddini, K. (Ed), Jain, V. (Ed) (2021)"
7,Fuzzy Logic,Artificial Intelligence,978-3-030-66473-2,"VIII, 270",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Carter, J. (Ed), Chiclana, F. (Ed), Khuman, A. S. (Ed), Chen, T. (Ed) (2021)"
7,"Machine Learning, Deep Learning and Computational Intelligence for Wireless Communication",Computational Intelligence,978-981-16-0288-7,"XII, 588",2021,0,5,Springer Singapore,189.00,249.99,NA,NA,NA,"Gopi, E. S. (Ed) (2021)"
7,Concepts in Action,Linguistics (general),978-3-030-69822-5,"X, 229",2021,0,6,Springer International Publishing,,59.99,49.99,NA,NA,"Bechberger, L. (Ed), Khnberger, K. (Ed), Liu, M. (Ed) (2021)"
7,"Cybersecurity, Privacy and Freedom Protection in the Connected World",Artificial Intelligence,978-3-030-68533-1,"XII, 449",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Jahankhani, H. (Ed), Jamal, A. (Ed), Lawson, S. (Ed) (2021)"
7,Machine Learning Approaches for Urban Computing,Computational Intelligence,978-981-16-0934-3,"VI, 222",2021,0,5,Springer Singapore,129.00,169.99,NA,NA,NA,"Bandyopadhyay, M. (Ed), Rout, M. (Ed), Chandra Satapathy, S. (Ed) (2021)"
7,"Trustworthy AI - Integrating Learning, Optimization and Reasoning",Artificial Intelligence,978-3-030-73958-4,"XI, 278",2021,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Heintz, F. (Ed), Milano, M. (Ed), O'Sullivan, B. (Ed) (2021)"
7,Proceedings of 6th International Conference on Recent Trends in Computing,Computational Intelligence,978-981-334-500-3,"XXIX, 839",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Mahapatra, R. (Ed), Panigrahi, B. K. (Ed), Kaushik, B. K. (Ed), Roy, S. (Ed) (2021)"
7,Concise Guide to Databases,Database Management,978-3-030-42223-3,"XIV, 396",2021,0,5,Springer International Publishing,39.99,NA,54.99,NA,NA,"Domdouzis, K., Lake, P., Crowther, P. (2021)"
7,Real-Time C++,Special Purpose and Application-Based Systems,978-3-662-62995-6,"XLII, 489",2021,0,5,Springer-Verlag Berlin Heidelberg,64.99,84.99,NA,NA,NA,"Kormanyos, C. (2021)"
7,"Cyber Security, Artificial Intelligence, Data Protection & the Law","Private International Law, International & Foreign Law, Comparative Law",978-981-16-1664-8,"X, 432",2021,0,5,Springer Singapore,169.00,219.99,NA,NA,NA,"Walters, R., Novak, M. (2021)"
7,Mastering Microsoft Teams,Microsoft and .NET,978-1-4842-6897-1,"X, 215",2021,0,5,Apress,29.99,NA,37.99,NA,NA,"Hubbard, M., Bailey, M. J., Hess, D., Hellebro, M. (2021)"
7,Data Science for Economics and Finance,Data Mining and Knowledge Discovery,978-3-030-66890-7,"XIV, 353",2021,0,6,Springer International Publishing,,59.99,49.99,NA,NA,"Consoli, S. (Ed), Reforgiato Recupero, D. (Ed), Saisana, M. (Ed) (2021)"
7,Deep Learning for Biomedical Data Analysis,Biomedicine (general),978-3-030-71675-2,"VIII, 332",2021,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Elloumi, M. (Ed) (2021)"
7,Accelerator Programming Using Directives,"Programming Languages, Compilers, Interpreters",978-3-030-74223-2,"IX, 103",2021,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Bhalachandra, S. (Ed), Wienke, S. (Ed), Chandrasekaran, S. (Ed), Juckeland, G. (Ed) (2021)"
7,Socio-Technical Aspects in Security and Trust,Systems and Data Security,978-3-030-55957-1,"XII, 231",2021,0,5,Springer International Publishing,39.99,NA,49.99,NA,NA,"Gro, T. (Ed), Tryfonas, T. (Ed) (2021)"
8,Trends and Applications in Knowledge Discovery and Data Mining,Artificial Intelligence,978-3-030-75014-5,"X, 165",2021,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Gupta, M. (Ed), Ramakrishnan, G. (Ed) (2021)"
8,ITNG 2021 18th International Conference on Information Technology-New Generations,Computer Applications,978-3-030-70415-5,"X, 406",2021,0,5,Springer International Publishing,169.00,219.99,NA,NA,NA,"Latifi, S. (Ed) (2021)"
8,Smart Systems for E-Health,Health Informatics,978-3-030-14938-3,"XI, 236",2021,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Idoudi, H. (Ed), Val, T. (Ed) (2021)"
8,Metadata and Semantic Research,Information Storage and Retrieval,978-3-030-71902-9,"XXIV, 412",2021,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Garoufallou, E. (Ed), Ovalle-Perandones, M. (Ed) (2021)"
8,Advances in Applications of Data-Driven Computing,Computational Intelligence,978-981-336-918-4,"XII, 182",2021,0,5,Springer Singapore,109.00,NA,139.99,NA,NA,"Bansal, J. C. (Ed), Fung, L. C. C. (Ed), Simic, M. (Ed), Ghosh, A. (Ed) (2021)"
8,Pro Windows Subsystem for Linux (WSL),Microsoft and .NET,978-1-4842-6872-8,"XIV, 285",2021,0,5,Apress,39.99,NA,49.99,NA,NA,"Barnes, H. (2021)"
8,Blockchain Systems and Communication Networks: From Concepts to Implementation,"Communications Engineering, Networks",978-3-030-71787-2,"XXV, 161",2021,0,5,Springer International Publishing,69.99,89.99,NA,NA,NA,"Rehmani, M. H. (2021)"
8,Markov Renewal and Piecewise Deterministic Processes,Markov model,978-3-030-70446-9,"XVI, 244",2021,0,5,Springer International Publishing,109.00,139.99,NA,NA,NA,"Cocozza-Thivent, C. (2021)"
8,Data Mining with SPSS Modeler,Statistics and Computing / Statistics Programs,978-3-030-54337-2,"XV, 1274",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Wendler, T., Grttrup, S. (2021)"
8,Neural Network-Based Adaptive Control of Uncertain Nonlinear Systems,Complexity,978-3-030-73135-9,"X, 175",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Esfandiari, K., Abdollahi, F., Talebi, H. A. (2021)"
8,Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021),User Interfaces and Human Computer Interaction,978-3-030-74601-8,"XXXII, 847",2021,0,5,Springer International Publishing,169.00,NA,219.99,NA,NA,"Black, N. (Ed), Neumann, P. (Ed), Noy, I. (Ed) (2021)"
8,Network-on-Chip Security and Privacy,Circuits and Systems,978-3-030-69130-1,"XII, 496",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Mishra, P. (Ed), Charles, S. (Ed) (2021)"
8,Cyber Security Meets Machine Learning,Systems and Data Security,978-981-336-725-8,"IX, 215",2021,0,5,Springer Singapore,109.00,139.99,NA,NA,NA,"Chen, X. (Ed), Susilo, W. (Ed), Bertino, E. (Ed) (2021)"
8,Applied Advanced Analytics,Operation Research/Decision Theory,978-981-336-655-8,"VII, 234",2021,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Laha, A. K. (Ed) (2021)"
8,Proceedings of the First International Workshop on Intelligent Software Automation,Computational Intelligence,978-981-16-1044-8,"VI, 59",2021,0,5,Springer Singapore,169.00,NA,219.99,NA,NA,"Anwar, S. (Ed), Rauf, A. (Ed) (2021)"
8,Application of Intelligent Systems in Multi-modal Information Analytics,Computational Intelligence,978-3-030-74810-4,"XLI, 943",2021,0,5,Springer International Publishing,229.00,NA,299.99,NA,NA,"Sugumaran, V. (Ed), Xu	, Z. (Ed), Zhou, H. (Ed) (2021)"
8,Innovations in Computer Science and Engineering,Computational Intelligence,978-981-334-542-3,"XXXI, 806",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Saini, H. S. (Ed), Sayal, R. (Ed), Govardhan, A. (Ed), Buyya, R. (Ed) (2021)"
8,Advances in Interdisciplinary Research in Engineering and Business Management,System Performance and Evaluation,978-981-16-0036-4,"XIV, 495",2021,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Kapur, P. K. (Ed), Singh, G. (Ed), Panwar, S. (Ed) (2021)"
8,Metaheuristics for Combinatorial Optimization,Computational Intelligence,978-3-030-68519-5,"XI, 57",2021,0,5,Springer International Publishing,139.00,NA,179.99,NA,NA,"Greco, S. (Ed), Pavone, M. F. (Ed), Talbi, E. (Ed), Vigo, D. (Ed) (2021)"
8,Handbook of Computability and Complexity in Analysis,Theory of Computation,978-3-030-59233-2,"XXIV, 426",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Brattka, V. (Ed), Hertling, P. (Ed) (2021)"
9,Privacy and Identity Management,Systems and Data Security,978-3-030-72464-1,"X, 265",2021,0,5,Springer International Publishing,79.99,99.99,NA,NA,NA,"Friedewald, M. (Ed), Schiffner, S. (Ed), Krenn, S. (Ed) (2021)"
9,Mobile Edge Computing,Computer Communication Networks,978-3-030-69892-8,"XX, 325",2021,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Mukherjee, A. (Ed), De, D. (Ed), Ghosh, S. K. (Ed), Buyya, R. (Ed) (2021)"
9,Practical Guide to Digital Manufacturing,"Manufacturing, Machines, Tools, Processes",978-3-030-70303-5,"XII, 355",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Bi, Z. (2021)"
9,"Design for Testability, Debug and Reliability",Circuits and Systems,978-3-030-69208-7,"XXI, 164",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Huhn, S., Drechsler, R. (2021)"
9,Algorithms for Computational Biology,Data Structures and Information Theory,978-3-030-74431-1,"X, 173",2021,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Martn-Vide, C. (Ed), Vega-Rodrguez, M. A. (Ed), Wheeler, T. (Ed) (2021)"
9,Cerebral Aneurysm Detection,"Computer Imaging, Vision, Pattern Recognition and Graphics",978-3-030-72861-8,"X, 113",2021,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Hennemuth, A. (Ed), Goubergrits, L. (Ed), Ivantsits, M. (Ed), Kuhnigk, J. (Ed) (2021)"
9,Explainable AI with Python,Artificial Intelligence,978-3-030-68639-0,"VIII, 202",2021,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Gianfagna, L., Di Cecco, A. (2021)"
9,SAP SuccessFactors Talent: Volume 1,Computer Applications,978-1-4842-6599-4,"XXI, 787",2021,0,5,Apress,49.99,NA,64.99,NA,NA,"Traynor, S., Wellens, M. A., Krishnamoorthy, V. (2021)"
9,The Elements of Big Data Value,Information Storage and Retrieval,978-3-030-68175-3,"XXIII, 397",2021,0,6,Springer International Publishing,,59.99,49.99,NA,NA,"Curry, E. (Ed), Metzger, A. (Ed), Zillner, S. (Ed), Pazzaglia, J. (Ed), Garca Robles, A. (Ed) (2021)"
9,Recent Trends In Peripheral Security Systems,Data Engineering,978-981-16-1204-6,"XX, 110",2021,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Rawat, A., Deb, D., Upadhyay, J. (2021)"
9,Application of Intelligent Systems in Multi-modal Information Analytics,Computational Intelligence,978-3-030-74813-5,"XXXVI, 944",2021,0,5,Springer International Publishing,229.00,NA,299.99,NA,NA,"Sugumaran, V. (Ed), Xu, Z. (Ed), Zhou, H. (Ed) (2021)"
9,Cognitive Informatics and Soft Computing,Computational Intelligence,978-981-16-1055-4,"XIV, 988",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Mallick, P. K. (Ed), Bhoi, A. K. (Ed), Marques, G. (Ed), Hugo C. De Albuquerque, V. (Ed) (2021)"
9,Slum Development in India,Computer Applications,978-3-030-72291-3,"XVIII, 180",2021,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Shekhar, S. (2021)"
9,Innovations for Community Services,Computer Communication Networks,978-3-030-75003-9,"XIV, 263",2021,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Krieger, U. R. (Ed), Eichler, G. (Ed), Erfurth, C. (Ed), Fahrnberger, G. (Ed) (2021)"
9,Privacy and Security Issues in Big Data,Data Engineering,978-981-16-1006-6,"XII, 244",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Das, P. K. (Ed), Tripathy, H. K. (Ed), Mohd Yusof, S. A. (Ed) (2021)"
9,Advances in Electrical and Electronic Engineering and Computer Science,Electrical Engineering,978-981-336-489-9,"X, 123",2021,0,5,Springer Singapore,169.00,219.99,NA,NA,NA,"Zakaria, Z. (Ed), Emamian, S. S. (Ed) (2021)"
9,GeoComputation and Public Health,Public Health,978-3-030-71197-9,"VII, 339",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Bhunia, G. S., Shit, P. K. (2021)"
9,Android for Absolute Beginners,Mobile Computing,978-1-4842-6645-8,"X, 416",2021,0,5,Apress,39.99,NA,54.99,NA,NA,"Allen, G. (2021)"
9,Transforming Cybersecurity Solutions using Blockchain,"Cyber-physical systems, IoT",978-981-336-857-6,"VI, 230",2021,0,5,Springer Singapore,119.00,159.99,NA,NA,NA,"Agrawal, R. (Ed), Gupta, N. (Ed) (2021)"
9,"Advances in Graphic Communication, Printing and Packaging Technology and Materials","Signal, Image and Speech Processing",978-981-16-0502-4,"XXVIII, 923",2021,0,5,Springer Singapore,269.00,349.99,NA,NA,NA,"Zhao, P. (Ed), Ye, Z. (Ed), Xu, M. (Ed), Yang, L. (Ed), Zhang, L. (Ed), Zhu, R. (Ed) (2021)"
10,"Intelligent Systems, Technologies and Applications",Computational Intelligence,978-981-16-0729-5,"XIV, 426",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Paprzycki, M. (Ed), Thampi, S. M. (Ed), Mitra, S. (Ed), Trajkovic, L. (Ed), El-Alfy, E. M. (Ed) (2021)"
10,Advances in Intelligent Information Hiding and Multimedia Signal Processing,Computational Intelligence,978-981-336-419-6,"XX, 531",2021,0,5,Springer Singapore,189.00,249.99,NA,NA,NA,"Pan, J. (Ed), Li, J. (Ed), Namsrai, O. (Ed), Meng, Z. (Ed), Savi, M. (Ed) (2021)"
10,"Computer Networks, Big Data and IoT","Communications Engineering, Networks",978-981-16-0964-0,"XVIII, 986",2021,0,5,Springer Singapore,219.00,279.99,NA,NA,NA,"Pandian, A. (Ed), Fernando, X. (Ed), Shamsul Islam, S. M. (Ed) (2021)"
10,Advances in Cybersecurity Management,Systems and Data Security,978-3-030-71380-5,"VIII, 342",2021,0,5,Springer International Publishing,84.99,109.99,NA,NA,NA,"Daimi, K. (Ed), Peoples, C. (Ed) (2021)"
10,"Diversity, Divergence, Dialogue",Information Storage and Retrieval,978-3-030-71291-4,"XXII, 647",2021,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Toeppe, K. (Ed), Yan, H. (Ed), Chu, S. K. W. (Ed) (2021)"
10,"Diversity, Divergence, Dialogue",Information Storage and Retrieval,978-3-030-71304-1,"XXI, 505",2021,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Toeppe, K. (Ed), Yan, H. (Ed), Chu, S. K. W. (Ed) (2021)"
10,Advances in Intelligent Data Analysis XIX,Database Management,978-3-030-74250-8,"XVI, 454",2021,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Abreu, P. H. (Ed), Rodrigues, P. P. (Ed), Fernndez, A. (Ed), Gama, J. (Ed) (2021)"
10,Programming Microcontrollers with Python,Hardware and Maker,978-1-4842-7057-8,"C, 266",2021,0,5,Apress,34.99,NA,44.99,NA,NA,"Subero, A. (2021)"
10,Guide to Web Development with Java,Web Development,978-3-030-62273-2,"XVI, 517",2021,0,5,Springer International Publishing,64.99,84.99,NA,NA,NA,"Downey, T. (2021)"
10,Computationally Intelligent Systems and their Applications,Computational Intelligence,978-981-16-0406-5,"XII, 164",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Bansal, J. C. (Ed), Paprzycki, M. (Ed), Bianchini, M. (Ed), Das, S. (Ed) (2021)"
10,Applications of Advanced Computing in Systems,Computational Intelligence,978-981-334-861-5,"XII, 342",2021,0,5,Springer Singapore,169.00,219.99,NA,NA,NA,"Kumar, R. (Ed), Dohare, R. K. (Ed), Dubey, H. (Ed), Singh, V. P. (Ed) (2021)"
10,Advances in Data Science and Information Engineering,Data Mining and Knowledge Discovery,978-3-030-71703-2,"VIII, 592",2021,0,5,Springer International Publishing,149.00,199.99,NA,NA,NA,"Stahlbock, R. (Ed), Weiss, G. M. (Ed), Abou-Nasr, M. (Ed), Yang, C. (Ed), Arabnia, H. R. (Ed), Deligiannidis, L. (Ed) (2021)"
10,Advanced Prognostic Predictive Modelling in Healthcare Data Analytics,Computational Intelligence,978-981-16-0537-6,"XIV, 311",2021,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Roy, S. (Ed), Goyal, L. M. (Ed), Mittal, M. (Ed) (2021)"
10,Advances in Cartography and Geographic Information Engineering,Geography (general),978-981-16-0613-7,"XXIV, 650",2021,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Wang, J. (Ed), Wu, F. (Ed) (2021)"
10,Advances in Information Architecture,User Interfaces and Human Computer Interaction,978-3-030-63204-5,"XX, 300",2021,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Resmini, A. (Ed), Rice, S. A. (Ed), Irizarry, B. (Ed) (2021)"
10,Technology Development for Security Practitioners,"Communications Engineering, Networks",978-3-030-69459-3,"X, 496",2021,0,5,Springer International Publishing,89.00,119.99,NA,NA,NA,"Akhgar, B. (Ed), Kavallieros, D. (Ed), Sdongos, E. (Ed) (2021)"
10,Emerging Technologies in Data Mining and Information Security,Computational Intelligence,978-981-15-9773-2,"XXVIII, 1008",2021,0,5,Springer Singapore,269.00,349.99,NA,NA,NA,"Tavares, J. M. R. S. (Ed), Chakrabarti, S. (Ed), Bhattacharya, A. (Ed), Ghatak, S. (Ed) (2021)"
10,Pattern Recognition and Artificial Intelligence,Artificial Intelligence,978-3-030-71803-9,"XIII, 341",2021,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Djeddi, C. (Ed), Kessentini, Y. (Ed), Siddiqi, I. (Ed), Jmaiel, M. (Ed) (2021)"
10,"Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection",Information Storage and Retrieval,978-3-030-73042-0,"XX, 763",2021,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Ioannides, M. (Ed), Fink, E. (Ed), Cantoni, L. (Ed), Champion, E. (Ed) (2021)"
10,A New GeoComputation Pattern and Its Application in Dual-Evaluation,Computer Applications,978-981-336-431-8,"XIX, 275",2021,0,5,Springer Singapore,129.00,169.99,NA,NA,NA,"Zhou, W. (2021)"
11,Finance 4.0 - Towards a Socio-Ecological Finance System,Professional Computing,978-3-030-71399-7,"X, 110",2021,0,5,Springer International Publishing,,NA,49.99,NA,NA,"Dapp, M. M. (Ed), Helbing, D. (Ed), Klauser, S. (Ed) (2021)"
11,Tools for High Performance Computing 2018 / 2019,Computational Science and Engineering,978-3-030-66056-7,"VIII, 262",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Mix, H. (Ed), Niethammer, C. (Ed), Zhou, H. (Ed), Nagel, W. E. (Ed), Resch, M. M. (Ed) (2021)"
11,Proceedings of the 12th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2020),Computational Intelligence,978-3-030-73688-0,"XIX, 1042",2021,0,5,Springer International Publishing,189.00,NA,249.99,NA,NA,"Abraham, A. (Ed), Ohsawa, Y. (Ed), Gandhi, N. (Ed), Jabbar, M. (Ed), Haqiq, A. (Ed), McLoone, S. (Ed), Issac, B. (Ed) (2021)"
11,"Proceedings of International Scientific Conference on Telecommunications, Computing and Control","Communications Engineering, Networks",978-981-336-631-2,"IX, 528",2021,0,5,Springer Singapore,219.00,279.99,NA,NA,NA,"Voinov, N. (Ed), Schreck, T. (Ed), Khan, S. (Ed) (2021)"
11,"Proceedings of International Conference on Computational Intelligence, Data Science and Cloud Computing",Computational Intelligence,978-981-334-967-4,"XVIII, 795",2021,0,5,Springer Singapore,219.00,279.99,NA,NA,NA,"Balas, V. E. (Ed), Hassanien, A. E. (Ed), Chakrabarti, S. (Ed), Mandal, L. (Ed) (2021)"
11,Fundamentals of Image Data Mining,Computer Science (general),978-3-030-69250-6,"XXXIII, 365",2021,0,5,Springer International Publishing,64.99,84.99,NA,NA,NA,"Zhang, D. (2021)"
